contract_id	normalizer_version	owner	plugin	contract_key	contract_label	normalization_basis	normalization_confidence	review_flags	scheduling_status	work_category	required_plugins	callable_obligations	evidence_occurrences	unmatched_callables	consumer_candidate_callables	coverage_status	review_status	rust_consumer_candidates	member_obligation_ids	member_original_names
SC-G20-d9eec6d0da53	2	G20	staff	placement:handler:assignments	placement / handler / assignments	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-4bed64e02c12	collect_placement_data_handler_entity_assignments
SC-G20-e3cb5b420cec	2	G20	staff	placement:tile:direction	placement / tile / direction	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-cb4ee3af18ec	collect_placement_tile_direction_assignments_for_segment
SC-G20-411363ad850c	2	G20	staff	positive:staff:mgr	positive / staff / mgr	semantic-phrase	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	HireStaffRequest@projects/reimplementation/game/src/plugins/staff/types.rs:122;StaffJobRequest@projects/reimplementation/game/src/plugins/staff/types.rs:115;request_staff_hiring@projects/reimplementation/game/src/plugins/staff/systems.rs:689	OB-G20-8fd79cf5d8a4	dispatch_positive_staff_request_to_entity_mgr
SC-G20-6b35f2547e27	2	G20	staff	rampage:point:assignment	rampage / point / assignment	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-0ba4a6fcf0cd	insert_rampage_point_named_value_assignment
SC-G20-e39dc6aaba9c	2	G20	staff	safehandle:attribute:defer	safehandle / attribute / defer	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-a8c7b866e7b1	resolve_safehandleID_attribute_or_defer_ref_assignment
SC-G20-f37efc95ba30	2	G20	staff	safehandledobjid:attribute:assignment	safehandledobjid / attribute / assignment	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-db895fb7cbd3	resolve_safehandledobjid_attribute_ref_assignment
SC-G20-21c20516ecf6	2	G20	staff	safehandledobjid:attribute:defer	safehandledobjid / attribute / defer	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-0a8f59752cd5	resolve_safehandledobjid_attribute_or_defer_ref_assignment
SC-G20-1154c01785ad	2	G20	staff	show:super:staff	show / super / staff	semantic-phrase	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	SuperStaffMode@projects/reimplementation/game/src/plugins/staff/types.rs:70	OB-G20-433082b8c3a2	show_super_staff_usage_feedback_layout
SC-G20-44883ab9a822	2	G20	staff	staff	staff	semantic-phrase	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	HireStaffRequest@projects/reimplementation/game/src/plugins/staff/types.rs:122;StaffJobRequest@projects/reimplementation/game/src/plugins/staff/types.rs:115;request_staff_hiring@projects/reimplementation/game/src/plugins/staff/systems.rs:689	OB-G20-efa3704b80fa	emit_staff_cancel_request_payload
SC-G20-b93d9ef8ca05	2	G20	staff	staff:has:resource	staff / has / resource	semantic-phrase	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	HireStaffRequest@projects/reimplementation/game/src/plugins/staff/types.rs:122;StaffJobRequest@projects/reimplementation/game/src/plugins/staff/types.rs:115;request_staff_hiring@projects/reimplementation/game/src/plugins/staff/systems.rs:689	OB-G20-baec23f6dacf	staff_request_target_has_matching_resource_tag
SC-G20-ef32938e1b53	2	G20	staff	staff:multi:info	staff / multi / info	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-ebb482c5d8cc	refresh_staff_multi_info_entry
SC-G20-5faf9535b3d2	2	G20	staff	staff:salary:months	staff / salary / months	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-1d3a879a1c02	populate_staff_salary_months_panel
SC-G20-da4b701b11d5	2	G20	staff	super:staff:mode	super / staff / mode	semantic-phrase	low	phrase-merge	normalization-review	verification	staff	3	3	0	3	consumer-candidate	unreviewed	StaffAssignmentMode@projects/reimplementation/game/src/plugins/staff/types.rs:68;SuperStaffMode@projects/reimplementation/game/src/plugins/staff/types.rs:70	OB-G20-0ada1d4127ea;OB-G20-345231728b27;OB-G20-0598c4c4f82e	activate_super_staff_mode_and_seed_usage_ui;deactivate_super_staff_mode_and_clear_usage_ui;update_super_staff_mode_frame_and_usage_feedback
SC-G20-f12a8805d8b4	2	G20	staff	super:staff:usage	super / staff / usage	semantic-phrase	low	phrase-merge	normalization-review	verification	staff	10	10	0	10	consumer-candidate	unreviewed	ArchivedUiStaffAction@projects/reimplementation/game/src/plugins/staff/ui_actions.rs:19;SuperStaffMode@projects/reimplementation/game/src/plugins/staff/types.rs:70	OB-G20-2e2168915d50;OB-G20-992282ced32b;OB-G20-24ac15ac9371;OB-G20-8538849fb809;OB-G20-98aa6f8a8910;OB-G20-6b1f1860ee1d;OB-G20-aeeed827d735;OB-G20-f01158641008;OB-G20-d2154203ab46;OB-G20-122850ab183c	read_super_staff_usage_distance_value;resolve_super_staff_usage_action_value;refresh_super_staff_usage_target_value;refresh_super_staff_usage_feedback_value;clear_super_staff_usage_target_value;mark_super_staff_usage_feedback_dirty;refresh_super_staff_usage_target_from_view;clear_super_staff_usage_target_handle;refresh_super_staff_usage_feedback_state;find_nearest_super_staff_usage_target
SC-G20-d1aa7f75e8a2	2	G20	staff	trainer:assignment:panel	trainer / assignment / panel	semantic-phrase	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	TrainerAssignmentSelection@projects/reimplementation/game/src/plugins/staff/ui_actions.rs:25	OB-G20-71063474c19a	populate_trainer_assignment_panel_entry
SC-G20-68e4b36907a9	2	G20	staff	training:trainer:reaction	training / trainer / reaction	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-761de0bf6c27	emit_training_trainer_reaction_text
SC-G20-76a77e77b4eb	2	G20	staff	uiroot:assignment:changes	uiroot / assignment / changes	typed-topic	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	KeeperAssignmentTarget@projects/reimplementation/game/src/plugins/staff/types.rs:30	OB-G20-847fcad48792	sync_UIRoot_assignment_target_and_emit_changes
SC-G20-888cb2cedcc3	2	G20	staff	uiroot:globe:assignment	uiroot / globe / assignment	typed-topic	medium		implementation-ready	implementation	staff	2	2	2	0	unmatched	unreviewed		OB-G20-7b3a70b2e66e;OB-G20-a322c365e53e	route_UIRoot_globe_assignment_payload_and_refresh;set_UIRoot_globe_assignment_active_state
SC-G20-650ad781ea13	2	G20	staff	uiroot:globe:drag	uiroot / globe / drag	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-b8ccd6b3fe8f	refresh_UIRoot_globe_drag_assignment_state
SC-G20-16508d3508fd	2	G20	staff	uitextedit:before:assignment	uitextedit / before / assignment	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-e7e433e16ce9	flush_UITextEdit_active_text_before_assignment
SC-G20-d6175bf3c723	2	G20	staff	unique:assignment:byte	unique / assignment / byte	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-3f34db25d903	add_unique_assignment_ref_to_8byte_vector
SC-G20-454e0cfb99ed	2	G20	staff	upper:bound:dig	upper / bound / dig	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-f0d5417c82da	upper_bound_dig_pit_point_assignment_tree
SC-G20-2513389c908b	2	G20	staff	vec:assignment	vec / assignment	semantic-phrase	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-1c52c8bc5a34	apply_vec3_ui_value_assignment_update
SC-G20-5055287329d2	2	G20	staff	worker:staff:assignment	worker / staff / assignment	semantic-phrase	low	phrase-merge	normalization-review	verification	staff	2	2	0	2	consumer-candidate	unreviewed	StaffAssignment@projects/reimplementation/game/src/plugins/staff/types.rs:22;StaffAssignmentMode@projects/reimplementation/game/src/plugins/staff/types.rs:68	OB-G20-2c08e9174d28;OB-G20-b5682f808d82	ensure_worker_staff_assignment_component;remove_worker_staff_assignment_component
SC-G20-3baf98ab5174	2	G20	staff	ztaistaffassignment	ztaistaffassignment	typed-topic	medium		implementation-ready	implementation	staff	3	3	3	0	unmatched	unreviewed		OB-G20-fbd6c5223f1b;OB-G20-36b2b98ae574;OB-G20-34f594a2987f	append_default_ZTAIStaffAssignment;remove_matching_ZTAIStaffAssignment;remove_ZTAIStaffAssignment_by_id
SC-G20-090b89928ee8	2	G20	staff	ztaistaffassignment:accepts:candidate	ztaistaffassignment / accepts / candidate	typed-topic	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	assignment_accepts@projects/reimplementation/game/src/plugins/staff/rules.rs:139	OB-G20-a6354ff954d6	test_any_ZTAIStaffAssignment_accepts_candidate
SC-G20-a438e5f6e049	2	G20	staff	ztaistaffassignment:candidate	ztaistaffassignment / candidate	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-9188e4891b65	test_ZTAIStaffAssignment_candidate
SC-G20-0f4e356e3d23	2	G20	staff	ztaistaffassignment:fields	ztaistaffassignment / fields	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-bfcb422049b2	copy_ZTAIStaffAssignment_fields
SC-G20-c6acfb36baf3	2	G20	staff	ztaistaffassignment:fields:equal	ztaistaffassignment / fields / equal	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-6c990beeba67	ZTAIStaffAssignment_fields_equal
SC-G20-f69e6a069208	2	G20	staff	ztaistaffassignment:growing	ztaistaffassignment / growing	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-a0a4e2f7aefa	insert_ZTAIStaffAssignment_records_growing
SC-G20-e6415239c449	2	G20	staff	ztaistaffassignment:key	ztaistaffassignment / key	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-a8065260c2a4	find_ZTAIStaffAssignment_id_by_key
SC-G20-d481026211d7	2	G20	staff	ztaistaffassignmentcomponent	ztaistaffassignmentcomponent	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-5966a6cda490	resolve_ZTAIStaffAssignmentComponent_from_value
SC-G20-a6d48c9dafe5	2	G20	staff	ztaistaffmgr:assignment	ztaistaffmgr / assignment	cohesive-type	medium	mixed-coverage	implementation-ready	implementation-and-verification	staff	2	2	1	1	mixed	unreviewed	KeeperAssignmentTarget@projects/reimplementation/game/src/plugins/staff/types.rs:30	OB-G20-8de22f3d2700;OB-G20-ba22b10fc0c4	clear_ZTAIStaffMgr_request_assignment;clear_ZTAIStaffMgr_matching_target_assignment
SC-G20-a4eb146a260f	2	G20	staff	ztaistaffmgr:assignment:handles	ztaistaffmgr / assignment / handles	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-914b9af8f1a5	collect_ZTAIStaffMgr_request_assignment_handles
SC-G20-9cda8d045cdb	2	G20	staff	ztaistaffmgr:best	ztaistaffmgr / best	cohesive-type	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	HireStaffRequest@projects/reimplementation/game/src/plugins/staff/types.rs:122;StaffJobRequest@projects/reimplementation/game/src/plugins/staff/types.rs:115;request_staff_hiring@projects/reimplementation/game/src/plugins/staff/systems.rs:689	OB-G20-17c5571fd382	select_ZTAIStaffMgr_best_request_for_staff_entity
SC-G20-a9796afaf121	2	G20	staff	ztaistaffmgr:can:satisfy	ztaistaffmgr / can / satisfy	cohesive-type	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	HireStaffRequest@projects/reimplementation/game/src/plugins/staff/types.rs:122;StaffJobRequest@projects/reimplementation/game/src/plugins/staff/types.rs:115;request_staff_hiring@projects/reimplementation/game/src/plugins/staff/systems.rs:689	OB-G20-9808a64b60af	check_ZTAIStaffMgr_staff_can_satisfy_request_tokens
SC-G20-b82c80f4b319	2	G20	staff	ztaistaffmgr:completed:care	ztaistaffmgr / completed / care	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-53e118133948	resolve_ZTAIStaffMgr_completed_care_request
SC-G20-7521e8197d9c	2	G20	staff	ztaistaffmgr:event	ztaistaffmgr / event	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-09ac9e861442	resolve_ZTAIStaffMgr_event_value
SC-G20-10b9160507b1	2	G20	staff	ztaistaffmgr:intern:role	ztaistaffmgr / intern / role	cohesive-type	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	StaffRole@projects/reimplementation/game/src/plugins/staff/systems.rs:54;StaffRole@projects/reimplementation/game/src/plugins/staff/types.rs:13	OB-G20-2522854bfd56	ZTAIStaffMgr_intern_staff_role_type
SC-G20-8b8fcbf01ad6	2	G20	staff	ztaistaffmgr:known	ztaistaffmgr / known	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-64a939e10cb5	pick_random_ZTAIStaffMgr_known_staff_entity
SC-G20-390a4b556101	2	G20	staff	ztaistaffmgr:register:roles	ztaistaffmgr / register / roles	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-49eea1836167	dispatch_ZTAIStaffMgr_register_staff_roles_or_base
SC-G20-027d4693744a	2	G20	staff	ztaistaffmgr:requests	ztaistaffmgr / requests	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-7a6b4a0f8358	clear_ZTAIStaffMgr_requests_for_staff_entity
SC-G20-d64b662a6f36	2	G20	staff	ztaistaffmgr:role	ztaistaffmgr / role	cohesive-type	medium		verification-ready	verification	staff	2	2	0	2	consumer-candidate	unreviewed	StaffRole@projects/reimplementation/game/src/plugins/staff/systems.rs:54;StaffRole@projects/reimplementation/game/src/plugins/staff/types.rs:13;find_job_for_role@projects/reimplementation/game/src/plugins/staff/rules.rs:85;find_role@projects/reimplementation/game/src/plugins/staff/rules.rs:66;staff_kind_matches@projects/reimplementation/game/src/plugins/staff/rules.rs:118	OB-G20-9ebd5f07b0bf;OB-G20-2a7fab458dd0	test_object_matches_ZTAIStaffMgr_staff_role;find_or_insert_ZTAIStaffMgr_role_bucket
SC-G20-a0d5d4ea94e6	2	G20	staff	ztaistaffmgr:role:node	ztaistaffmgr / role / node	cohesive-type	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	find_job_for_role@projects/reimplementation/game/src/plugins/staff/rules.rs:85;find_role@projects/reimplementation/game/src/plugins/staff/rules.rs:66	OB-G20-913d1435e103	insert_or_find_ZTAIStaffMgr_role_bucket_node
SC-G20-513ec197550c	2	G20	staff	ztaistaffmgr:roles	ztaistaffmgr / roles	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-65b5f1b8ad61	unregister_ZTAIStaffMgr_staff_handle_for_matching_roles
SC-G20-5baec5461cf5	2	G20	staff	ztaistaffmgr:roles:base	ztaistaffmgr / roles / base	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-b9168a266fc4	dispatch_ZTAIStaffMgr_unregister_staff_roles_or_base
SC-G20-a4305dee25ac	2	G20	staff	ztaistaffmgr:timers:assignments	ztaistaffmgr / timers / assignments	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-0408dec04f09	update_ZTAIStaffMgr_request_timers_and_assignments
SC-G20-d54cc280cfd5	2	G20	staff	ztaistaffrequestcontroller	ztaistaffrequestcontroller	typed-topic	medium		implementation-ready	implementation	staff	2	2	2	0	unmatched	unreviewed		OB-G20-c9a3e7978c61;OB-G20-800636809110	resolve_ZTAIStaffRequestController_value_ref;dispatch_ZTAIStaffRequestController_payload
SC-G20-f5de25c3b6c9	2	G20	staff	ztaistaffrequestcontroller:dependency	ztaistaffrequestcontroller / dependency	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-c7fd81483ac1	collect_ZTAIStaffRequestController_dependency_refs
SC-G20-a5fc21f30f17	2	G20	staff	ztaistaffsensor:context	ztaistaffsensor / context	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-ccde34dde572	update_ZTAIStaffSensor_staff_context
SC-G20-3023261ce650	2	G20	staff	ztaistaffsensorself	ztaistaffsensorself	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-655f7cfa12c1	update_ZTAIStaffSensorSelf_scan_state
SC-G20-9801b0664731	2	G20	staff	ztaistafftaskthinker:assignment	ztaistafftaskthinker / assignment	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-bed9e7a49ae4	is_ZTAIStaffTaskThinker_assignment_clear
SC-G20-76ea6c294fad	2	G20	staff	ztaistafftaskthinker:assignment:slot	ztaistafftaskthinker / assignment / slot	cohesive-type	medium		implementation-ready	implementation	staff	2	2	2	0	unmatched	unreviewed		OB-G20-2c2ad2a98305;OB-G20-4fea3377fcf7	clear_ZTAIStaffTaskThinker_matching_assignment_slot45;clear_ZTAIStaffTaskThinker_matching_assignment_slot46
SC-G20-8e0d21ba4123	2	G20	staff	ztaistafftaskthinker:care	ztaistafftaskthinker / care	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-0394882808ce	complete_ZTAIStaffTaskThinker_care_request
SC-G20-7d90a4505634	2	G20	staff	ztaistafftaskthinker:context	ztaistafftaskthinker / context	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-36d13e19d457	bind_ZTAIStaffTaskThinker_secondary_context
SC-G20-57181c3a0b84	2	G20	staff	ztaistafftaskthinker:descriptor	ztaistafftaskthinker / descriptor	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-0f768fdd3165	create_ZTAIStaffTaskThinker_descriptor_child
SC-G20-f7f9b43382ed	2	G20	staff	ztaistafftrainercomponent	ztaistafftrainercomponent	cohesive-type	medium		implementation-ready	implementation	staff	2	2	2	0	unmatched	unreviewed		OB-G20-4bf18a3b7b17;OB-G20-d8a886daf232	resolve_ZTAIStaffTrainerComponent_from_value;resolve_ZTAIStaffTrainerComponent_value_ref
SC-G20-ca5abb81a131	2	G20	staff	ztaistafftrainercomponent:dependency	ztaistafftrainercomponent / dependency	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-3a6895e3b9f3	append_ZTAIStaffTrainerComponent_dependency_record
SC-G20-73db0033b50d	2	G20	staff	ztaistafftrainercomponent:enabled	ztaistafftrainercomponent / enabled	cohesive-type	medium		implementation-ready	implementation	staff	2	2	2	0	unmatched	unreviewed		OB-G20-3865ebb2ba2f;OB-G20-2fb5ad123bfd	set_ZTAIStaffTrainerComponent_all_entries_enabled;set_ZTAIStaffTrainerComponent_entry_enabled
SC-G20-5d651f180328	2	G20	staff	ztaistafftrainercomponent:training	ztaistafftrainercomponent / training	cohesive-type	medium		implementation-ready	implementation	staff	4	4	4	0	unmatched	unreviewed		OB-G20-deb372fe94bd;OB-G20-a5103e32e98d;OB-G20-8bc96e5d1fb0;OB-G20-2f0adf404c6b	tick_ZTAIStaffTrainerComponent_training_request;append_ZTAIStaffTrainerComponent_training_entry;compact_ZTAIStaffTrainerComponent_training_entries;copy_nonempty_ZTAIStaffTrainerComponent_training_entries
SC-G20-ca17d4e9bceb	2	G20	staff	ztaistafftrainercomponent:training:pointer	ztaistafftrainercomponent / training / pointer	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-a1727770607b	insert_ZTAIStaffTrainerComponent_training_entry_pointer
SC-G20-79f67c35ae9f	2	G20	staff	ztaistaffwatercleaningmgr:requests	ztaistaffwatercleaningmgr / requests	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-1573e14da052	update_ZTAIStaffWaterCleaningMgr_requests
SC-G20-ba77a2540928	2	G20	staff	ztaistaffwatercleaningmgr:show	ztaistaffwatercleaningmgr / show	cohesive-type	medium		implementation-ready	implementation	staff	5	5	5	0	unmatched	unreviewed		OB-G20-2c9de81ab7c9;OB-G20-d5b86f85d372;OB-G20-c394d1edf4c3;OB-G20-0b5e2924933e;OB-G20-c9bccfd84471	clear_ZTAIStaffWaterCleaningMgr_show_records;append_ZTAIStaffWaterCleaningMgr_show_record;insert_ZTAIStaffWaterCleaningMgr_show_record;insert_ZTAIStaffWaterCleaningMgr_show_records_fill;copy_ZTAIStaffWaterCleaningMgr_show_record_payload
SC-G20-9483eca82c55	2	G20	staff	ztaistaffwatercleaningmgr:show:index	ztaistaffwatercleaningmgr / show / index	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-6a1d2875f2c4	checked_ZTAIStaffWaterCleaningMgr_show_record_index
SC-G20-69d3799ee38f	2	G20	staff	ztbehstafftrainanimal	ztbehstafftrainanimal	typed-topic	medium	mixed-coverage	implementation-ready	implementation-and-verification	staff	2	2	1	1	mixed	unreviewed	create_staff_jobs@projects/reimplementation/game/src/plugins/staff/systems.rs:56	OB-G20-774a3763202f;OB-G20-bfea133157b2	create_ZTBehStaffTrainAnimal_child_and_bind;copy_ZTBehStaffTrainAnimal_state
SC-G20-94c0cadae626	2	G20	staff	ztbehstafftrainanimal:descriptor	ztbehstafftrainanimal / descriptor	typed-topic	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	create_staff_jobs@projects/reimplementation/game/src/plugins/staff/systems.rs:56	OB-G20-dc5691cd87c0	create_ZTBehStaffTrainAnimal_descriptor_child
SC-G20-a2c6c24faf42	2	G20	staff	ztbehstafftrainanimal:learning:progress	ztbehstafftrainanimal / learning / progress	typed-topic	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	apply_staff_suspension_consequences@projects/reimplementation/game/src/plugins/staff/scenario_consequences.rs:18	OB-G20-dbe668399882	apply_ZTBehStaffTrainAnimal_learning_progress
SC-G20-2ef7a2adb0eb	2	G20	staff	ztbehstafftrainanimal:phase:animation	ztbehstafftrainanimal / phase / animation	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-01dac568df6d	dispatch_ZTBehStaffTrainAnimal_phase_animation
SC-G20-a71523fbc1bd	2	G20	staff	ztbehstafftrainanimal:platform	ztbehstafftrainanimal / platform	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-b972bb2cda07	resolve_ZTBehStaffTrainAnimal_platform_child
SC-G20-28b040df3f2c	2	G20	staff	ztbehstafftrainanimal:prop	ztbehstafftrainanimal / prop	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-08a9648c5774	setup_ZTBehStaffTrainAnimal_prop_target
SC-G20-41b15a68ac2f	2	G20	staff	ztbehstafftrainanimal:training	ztbehstafftrainanimal / training	typed-topic	medium		implementation-ready	implementation	staff	2	2	2	0	unmatched	unreviewed		OB-G20-70ce307fe5d0;OB-G20-048630b04685	start_ZTBehStaffTrainAnimal_training_setup;advance_ZTBehStaffTrainAnimal_training_state
SC-G20-3ad8e577a388	2	G20	staff	ztbehstafftrainanimal:training:action	ztbehstafftrainanimal / training / action	typed-topic	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	ArchivedUiStaffAction@projects/reimplementation/game/src/plugins/staff/ui_actions.rs:19	OB-G20-fc332bd06665	prompt_ZTBehStaffTrainAnimal_training_action
SC-G20-db103a24a814	2	G20	staff	ztbehstafftrainanimal:training:animations	ztbehstafftrainanimal / training / animations	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-b966c6129afc	start_ZTBehStaffTrainAnimal_training_animations
SC-G20-2bc59fc46990	2	G20	staff	ztbehstafftrainanimal:training:available	ztbehstafftrainanimal / training / available	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-164cde44cff1	is_ZTBehStaffTrainAnimal_training_target_available
SC-G20-3f5a75e178e8	2	G20	staff	ztbehstafftrainanimal:training:task	ztbehstafftrainanimal / training / task	typed-topic	medium		implementation-ready	implementation	staff	2	2	2	0	unmatched	unreviewed		OB-G20-9bb1c1eab466;OB-G20-22bcd225e0c0	update_ZTBehStaffTrainAnimal_training_task;cleanup_ZTBehStaffTrainAnimal_training_task
SC-G20-f4bd4a20da3b	2	G20	staff	ztdisease:assignment:key	ztdisease / assignment / key	typed-topic	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-2fd677ed86b8	find_ZTDisease_record_assignment_ref_by_key
SC-G20-3b8c4bad4ad2	2	G20	staff	ztdiseasemgr:assignment	ztdiseasemgr / assignment	cohesive-type	medium		implementation-ready	implementation	staff	2	2	2	0	unmatched	unreviewed		OB-G20-4e069ea75ea9;OB-G20-5d5ac8b64d5f	ensure_ZTDiseaseMgr_disease_assignment_ref;prune_ZTDiseaseMgr_named_assignment_refs
SC-G20-748668f4d462	2	G20	staff	ztfencemode:assignment:unique	ztfencemode / assignment / unique	cohesive-type	medium	singleton	verification-ready	verification	staff	1	1	0	1	consumer-candidate	unreviewed	KeeperAssignmentTarget@projects/reimplementation/game/src/plugins/staff/types.rs:30;StaffAssignmentMode@projects/reimplementation/game/src/plugins/staff/types.rs:68	OB-G20-8d9bc9eb59aa	insert_ZTFenceMode_target_assignment_entry_unique_with_hint
SC-G20-ca10e8fef16b	2	G20	staff	ztfencemode:assignments:key	ztfencemode / assignments / key	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-025b672fbb64	count_ZTFenceMode_target_assignments_for_key
SC-G20-e73858b71c85	2	G20	staff	ztplaceentitycomponent:placement:assignments	ztplaceentitycomponent / placement / assignments	cohesive-type	medium	singleton	implementation-ready	implementation	staff	1	1	1	0	unmatched	unreviewed		OB-G20-97d6b437cff2	ensure_ZTPlaceEntityComponent_placement_assignments_action
SC-G20-da031065776a	2	G20	staff	ztstaffassignmode	ztstaffassignmode	cohesive-type	medium		implementation-ready	implementation	staff	2	2	2	0	unmatched	unreviewed		OB-G20-e215104d6790;OB-G20-0aa18c0baec2	activate_ZTStaffAssignMode;deactivate_ZTStaffAssignMode
SC-G20-448524588ec3	2	G20	staff	ztstaffassignmode:area:marker	ztstaffassignmode / area / marker	cohesive-type	medium		implementation-ready	implementation	staff	2	2	2	0	unmatched	unreviewed		OB-G20-d44107084f11;OB-G20-580588068385	ensure_ZTStaffAssignMode_area_marker_at_grid_cell;rebuild_ZTStaffAssignMode_area_marker_cells
